Referencia,URL_fuente,ID,Criterio_medida,Descripcion,Tipo,Etapa_ciclo_vida,E1_bioclimatica,E2_energia,E3_agua,E4_materiales,Notas,Ref_Ley2462,Aplica_vivienda_rural,Clima,Subsistema,Caracter_legal,Nivel_cumplimiento,Parametro_indicador,Correspondencia_cruzada
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-R-5,Política gestión residuos operación,5 flujos: RAEE; RCD remodelaciones; peligrosos,criterio_ambiental,operación,,,,Complementario,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-R-6,Plan gestión RCD deconstrucción,Plan previo según regulación,criterio_ambiental,deconstrucción,,,,Complementario,,,si,todos,,obligatorio,minimo,% desvío de relleno,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-FL-1,Madera responsable,Salvoconducto SUNL; LOF; informe anual proveedor; FSC/PEFC deseable,criterio_ambiental,extracción/manufactura,,,,Principal,Madera responsable en rural: verificar SUNL; LOF. En eje cafetero la guadua tiene NTC 5301. FSC/PEFC deseable pero poco disponible en zonas rurales remotas,,si,todos,Estructura Cubierta,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-FL-2,Prevención deforestación cadena productiva,Soportes legalidad de productos; informes sostenibilidad,criterio_ambiental,extracción/manufactura,,,,Principal,,,si,todos,Estructura Cubierta,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-FL-3,Plan gestión flora y fauna en obra,Elaborar y ejecutar plan durante actividades constructivas,criterio_ambiental,construcción,,,,Complementario,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-SE-1,Sistemas drenaje sostenible (SUDS),Cumplir RAS referente a SUDS,criterio_ambiental,diseño,,,Principal,,,,si,todos,Exterior,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,A-SE-2,Plan mantenimiento del sitio,Contar con plan de mantenimiento adecuado,criterio_ambiental,operación,Complementario,,Complementario,,,,si,todos,Exterior,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CT-1,Confort térmico por diseño bioclimático,Análisis bioclimático; especificar aislamiento; ganancia solar; reflectancia; emitancia,criterio_social,diseño,Principal,,,,Confort termico en vivienda rural: analisis bioclimatico debe considerar que la vivienda ES el lugar de trabajo (cocina; procesamiento; artesania). ENUT: mujeres rurales 8h53min/dia en la vivienda,,si,todos,Estructura Envolvente,obligatorio,minimo,ASHRAE 55-2023 (deseable),Res.0194:MP-05 a MP-15; CEELA:C02; C04; C06; C08
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CT-2,Resguardo y sombra trabajadores en obra,Áreas de resguardo con semicubiertas,criterio_social,construcción,Complementario,,,,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CT-3,Confort y controlabilidad térmica,Encuestas confort térmico a usuarios + medidas de mejora,criterio_social,operación,Principal,Complementario,,,,,si,todos,Instalaciones,obligatorio,minimo,,CEELA:C11
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CL-1,Control contaminación lumínica,Iluminación exterior con protecciones; evitar luz al cielo,criterio_social,diseño,Principal,Complementario,,,,,si,todos,Instalaciones,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CL-2,Confort y controlabilidad lumínica,Controles individuales de iluminación,criterio_social,operación,Principal,Complementario,,,,,si,todos,Instalaciones,obligatorio,minimo,,CEELA:C10
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-A-1,Calidad del aire interior,Cumplir tasas renovación ASHRAE 62.1/62.2-2022,criterio_social,diseño,Principal,,,,Calidad del aire interior en rural: el problema NO es HVAC sino humo de cocina a lena. 78.7% mujeres cocinan (ENUT 2024-25); exposicion a PM2.5 es diferencial por genero. Estufa eficiente es medida de salud + genero,,si,todos,Envolvente,obligatorio,minimo,ACH según ASHRAE,Res.0194:MP-14; CEELA:C06
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-A-2,Plan control calidad aire en obra,Plan de control durante actividades constructivas,criterio_social,construcción,Complementario,,,,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-A-3,Calidad del aire en el tiempo,Verificación calidad sistemas relacionados,criterio_social,operación,Principal,,,,,,si,todos,Instalaciones,obligatorio,minimo,,CEELA:C15
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CA-1,Confort acústico,Ruido fondo máximo 40 dBA; tratamiento acústico si >60 dBA,criterio_social,diseño,Principal,,,,,,si,todos,Envolvente,obligatorio,minimo,dBA,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-CA-2,Plan control ruido en obra,Plan de control durante actividades constructivas,criterio_social,construcción,Complementario,,,,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-H-1,Materiales no perjudiciales (HPD; VOC),Inventario ingredientes HPD; VOC pinturas; adhesivos; pisos; aislamientos,criterio_social,diseño,,,,Principal,Materiales no toxicos en rural: verificar pinturas (VOC); evitar asbesto en cubiertas (fibrocemento viejo); preferir materiales naturales (tierra; cal; madera sin tratamiento quimico),,si,todos,Acabados y complementos,obligatorio,minimo,VOC (g/L); HPD,CEELA:C05
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-H-2,Higiene y seguridad trabajadores en obra,Programa educación + señalización adecuada,criterio_social,construcción,Transversal,Transversal,Transversal,Transversal,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-H-3,Plan manejo Legionella,Elaboración e implementación del plan,criterio_social,operación,,,Complementario,,,,condicional,todos,Instalaciones,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-AC-1,Accesibilidad universal,Normativa nacional: accesibilidad; señalización; viviendas sin barreras,criterio_social,diseño,Transversal,Transversal,Transversal,Transversal,Ley 361/1997; Ley 1618/2013; NTC 6047 | RURAL: Accesibilidad en vivienda rural: alta proporcion de adultos mayores por migracion juvenil urbana. NTC 6047; Ley 361/1997; Sentencia T-333/22 (vivienda digna incluye adecuacion cultural),L-E07,si,todos,Envolvente,obligatorio,minimo,,Ley.2462:L-E07
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-AC-2,Mantenimiento circulaciones y accesos,Mantener accesos; pasillos y puntos fijos libres de obstáculos,criterio_social,operación,Transversal,Transversal,Transversal,Transversal,Personas con movilidad reducida,L-E07,si,todos,Envolvente,obligatorio,minimo,,Ley.2462:L-E07
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,S-AS-1,Distancia a servicios de uso diario,Acceso a ≥4 usos diversos a ≤800m peatonal,criterio_social,diseño,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,Exterior,obligatorio,minimo,distancia (m),
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,E-CI-1,Incidencia criterios sostenibilidad en costos inversión,Análisis costo-beneficio de medidas implementadas,criterio_economico,diseño,Transversal,Transversal,Transversal,Transversal,,,si,todos,,obligatorio,minimo,,
Res.0534,https://minvivienda.gov.co/sites/default/files/normativa/anexo-guia-tecnica-criterios-de-sostenibilidad-para-edificaciones-ciclo-de-vida_1_0.pdf,E-CC-1,Sostenibilidad en estrategia comercial,Desarrollar estrategia comercial desde la sostenibilidad,criterio_economico,diseño,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,,obligatorio,minimo,,
CEELA,https://proyectoceela.com/conceptos-clave/,C01,Diseño integrado,Involucrar todos los actores desde fases iniciales para optimizar sostenibilidad,criterio,todas,Transversal,Transversal,Transversal,Transversal,Participación comunitaria en diseño | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),L-E01,si,todos,,voluntario,,,Ley.2462:L-E01
CEELA,https://proyectoceela.com/conceptos-clave/,C02,Control radiación solar directa,Protecciones solares; aleros; vidrios adecuados; vegetación,criterio,diseño,Principal,,,,Control radiacion solar en rural: aleros; corredores perimetrales; arborizacion son estrategias vernaculas de bajo costo. Conecta con proteccion solar de mujeres y ninos en zonas productivas exteriores | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,templado calido_seco calido_humedo,Envolvente Cubierta,voluntario,,,Res.0194:MP-02 a MP-07; Res.0534:S-CT-1
CEELA,https://proyectoceela.com/conceptos-clave/,C03,Energía incorporada,Energía en extracción; fabricación y transporte de materiales,criterio,extracción/manufactura,,,,Principal,Energia incorporada: priorizar materiales locales (<300 km CASA Colombia). Tapia; adobe; guadua tienen menor energia embebida que cemento; acero; vidrio | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Estructura Envolvente,voluntario,,MJ/kg; kg CO₂eq/kg,Res.0534:A-E-1; A-EM-1
CEELA,https://proyectoceela.com/conceptos-clave/,C04,Aislamiento térmico,Aislamiento en muros; techos y pisos para estabilizar temperatura,criterio,diseño,Principal,,,Complementario,Aislamiento termico en rural frio: muros gruesos de tapia/adobe; cubierta con paja; piso aislado del suelo. Alternativas naturales al poliuretano | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Estructura Envolvente Cubierta,voluntario,,Valor U (W/m²K),Res.0194:MP-05; MP-08; MP-09; MP-13; Res.0534:S-CT-1
CEELA,https://proyectoceela.com/conceptos-clave/,C05,Reducción materiales tóxicos,Materiales saludables sin compuestos dañinos,criterio,diseño,,,,Principal,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Acabados y complementos,voluntario,,VOC; HPD,Res.0534:S-H-1
CEELA,https://proyectoceela.com/conceptos-clave/,C06,Movimiento del aire,Ventilación cruzada y flujo de aire natural,criterio,diseño,Principal,,,,Ventilacion natural: en rural es la UNICA estrategia de climatizacion disponible (sin HVAC). Disenar para vientos dominantes locales es obligatorio | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,templado calido_seco calido_humedo,Envolvente,voluntario,,ACH,Res.0194:MP-14; Res.0534:S-A-1
CEELA,https://proyectoceela.com/conceptos-clave/,C07,Reducción combustibles fósiles,Minimizar gas/petróleo para operación del edificio,criterio,operación,,Principal,,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Instalaciones,voluntario,,,Res.0534:A-EM-6; A-EM-8
CEELA,https://proyectoceela.com/conceptos-clave/,C08,Enfriamiento nocturno,Aire fresco nocturno para enfriar masa térmica,criterio,operación,Principal,,,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,calido_seco,Envolvente Cubierta,voluntario,,ΔT noche,Res.0194:MP-15
CEELA,https://proyectoceela.com/conceptos-clave/,C09,Diseño bioclimático espacios exteriores,Patios; jardines para mejorar microclima; sombra; ventilación,criterio,diseño,Principal,,Complementario,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Exterior,voluntario,,,Res.0194:MW-09; Res.0534:A-S-1
CEELA,https://proyectoceela.com/conceptos-clave/,C10,Equipos e iluminación alta eficiencia,LED; electrodomésticos bajo consumo,criterio,operación,,Principal,,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Instalaciones,voluntario,,lm/W; W,Res.0194:MA-02; MA-03
CEELA,https://proyectoceela.com/conceptos-clave/,C11,Comportamiento del usuario,Diseñar considerando uso real; fomentar prácticas eficientes,criterio,operación,Transversal,Transversal,Transversal,,Conecta con economía del cuidado (Ley 2462) | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,todos,,voluntario,,
CEELA,https://proyectoceela.com/conceptos-clave/,C12,Gestión consciente del agua,Grifos bajo caudal; inodoros eficientes; captación lluvia,criterio,operación,,,Principal,,Reduce acarreo agua mujeres/niñas | RURAL: Gestion agua en rural: captacion pluvial + bajo consumo + reuso. En calido seco la captacion es critica; en calido humedo la evacuacion es critica. ENUT: acarreo agua impacta mujeres/ninas | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Instalaciones,voluntario,,l/min; l/descarga; m³/año,Res.0194:MW-01 a MW-08
CEELA,https://proyectoceela.com/conceptos-clave/,C13,Climatización eficiente,HVAC de alta eficiencia energética cuando sea necesario,criterio,operación,,Principal,,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,condicional,calido_humedo frio,Instalaciones,voluntario,,COP; EER,Res.0194:MA-04; MA-08; MA-13
CEELA,https://proyectoceela.com/conceptos-clave/,C14,Autogeneración electricidad renovable,Paneles solares FV u otras tecnologías renovables in situ,criterio,operación,,Principal,,,Autogeneracion renovable: panel solar FV es la solucion dominante en ZNI rural. Microeolica en Guajira y paramo. Biogas donde hay produccion animal | Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Instalaciones,voluntario,,kWp; % energía,Res.0534:A-EM-8
CEELA,https://proyectoceela.com/conceptos-clave/,C15,Monitoreo,Sistemas de medición consumo energético; generación renovable; confort,criterio,operación,,Complementario,Complementario,,Fuente: https://proyectoceela.com/ (Conceptos clave - 15 principios EECA),,si,todos,Instalaciones,voluntario,,,Res.0534:A-E-4; A-A-6
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E01,Enfoque territorial,Políticas diferenciadas según territorio y región,enfoque,todas,Transversal,Transversal,Transversal,Transversal,,L-E01,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E02,Enfoque equidad para la mujer,Diseño de espacios considerando uso diferencial por género,enfoque,todas,Transversal,Transversal,Transversal,Transversal,ENUT 2024-25: brecha rural 5h50min (mujeres 8h53min vs hombres 3h03min); diseño debe reconocer uso diferencial del espacio por género,L-E02,si,todos,Envolvente,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E03,Enfoque derechos humanos mujeres rurales,Vivienda digna como derecho fundamental,enfoque,todas,Transversal,Transversal,Transversal,Transversal,Vivienda digna es derecho,L-E03,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E04,Enfoque interseccional y diferencial,Cruzar género × etnia × discapacidad × edad × conflicto,enfoque,todas,Transversal,Transversal,Transversal,Transversal,ENUT 2024-25: Amazonía mujeres 9h47min/día (brecha 6h47min); Orinoquía 9h07min; análisis interseccional región × género × etnia es crítico | Cruzar múltiples vulnerabilidades,L-E04,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E05,Enfoque campesinado,Vivienda como unidad productiva (no solo habitacional),enfoque,todas,Principal,,,Complementario,ENUT 2024-25: Amazonía 85.8% mujeres cocinan; 57.3% lavan ropa; vivienda rural es unidad productiva donde se realizan 8h53min/día de trabajo no remunerado,L-E05,si,todos,Envolvente,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E06,Enfoque curso de vida,Diseño multigeneracional (niñas; adultas; adultas mayores),enfoque,todas,Transversal,Transversal,Transversal,Transversal,Necesidades por edad | Adultas mayores en rural,L-E06,si,todos,Envolvente,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E07,Enfoque discapacidad,Accesibilidad universal en vivienda rural,enfoque,todas,Transversal,Transversal,Transversal,Transversal,NTC 6047; Ley 361/1997; Ley 1618/2013,L-E07,si,todos,Envolvente,obligatorio,,,Res.0534:S-AC-1; S-AC-2
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E08,Enfoque contra discriminación étnico-racial,Respetar saberes constructivos de pueblos indígenas; afro; raizales; ROM,enfoque,todas,,,,Principal,Saberes constructivos ancestrales,L-E08,si,todos,Estructura Envolvente Cubierta,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E09,Enfoque ambiental,Alineado con los 4 ejes de sostenibilidad del TdR,enfoque,todas,Transversal,Transversal,Transversal,Transversal,,L-E09,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E10,Enfoque de cuidado,Diseño espacios para trabajo doméstico no remunerado (cocina; lavado; secado; cuidado personas),enfoque,todas,Principal,Complementario,Complementario,,ENUT 2024-25: suministro alimentos (78.7% mujeres; 2h03min) + mantenimiento vestuario (37.8%; 1h23min) + limpieza (70%; 1h23min) = actividades con mayor brecha género; espacios: cocina; zona lavado; patio secado,L-E10,si,todos,Envolvente,obligatorio,,,CEELA:C11
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E11,Enfoque cierre brechas y protección vulnerable,Priorizar soluciones accesibles en costo y disponibilidad,enfoque,todas,Transversal,Transversal,Transversal,Transversal,Población vulnerable priorizada,L-E11,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-E12,Enfoque diferencial étnico,Vivienda adaptada a prácticas culturales de cada pueblo,enfoque,todas,,,,Principal,Técnicas vernáculas como patrimonio cultural,L-E12,si,todos,Estructura Envolvente Cubierta,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F01,Respeto saberes y conocimientos tradicionales,Sistemas constructivos vernáculos de mujeres deben documentarse y valorarse,fin,todas,,,,Principal,ENUT 2024-25: por primera vez incluye preguntas sobre transmisión de saberes ancestrales; saberes de mujeres en construcción y procesamiento deben documentarse | Conocimiento ancestral válido,L-F01,si,todos,Estructura Envolvente Cubierta,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F02,Reconocer aportes mujer rural como agente transformadora,Visibilizar rol de la mujer en economía familiar y nacional,fin,todas,Transversal,Transversal,Transversal,Transversal,Visibilizar trabajo productivo femenino en vivienda,L-F02,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F03,Reducir carga trabajo doméstico y cuidados no remunerados,Estufas eficientes (menos horas leña); captación pluvial (elimina acarreo); iluminación natural en zonas trabajo,fin,todas,,Principal,Principal,,ENUT 2024-25: 78.7% mujeres cocinan (2h03min/día promedio; más en rural con leña → PM2.5); 70% en limpieza (incluye acarreo agua); estufa eficiente + captación pluvial reducen carga directamente,L-F03,si,todos,Instalaciones,obligatorio,,,Res.0194:MW-08; Res.0534:A-EM-8; CEELA:C12
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F04,Promover desarrollo rural inclusivo; sostenible; resiliente,Marco general alineado con ODS,fin,todas,Transversal,Transversal,Transversal,Transversal,,L-F04,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F05,Garantizar acceso a recursos productivos y financieros,Acceso a crédito y subsidio para vivienda rural de mujeres,fin,todas,Transversal,Transversal,Transversal,Transversal,Acceso a SFVR para mujeres,L-F05,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F06,Promover autonomía económica mujeres rurales,Vivienda que permita actividades productivas,fin,todas,Principal,,,Complementario,Espacios productivos en vivienda,L-F06,si,todos,Envolvente,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F07,Inclusión financiera y productiva mujeres rurales,Alianzas público-privadas para acceso a mercados,fin,todas,Transversal,Transversal,Transversal,Transversal,,L-F07,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F08,Cuidado ecosistemas y transición energética,Paneles solares; materiales locales; biodigestores,fin,todas,,Principal,,Principal,Labor mujeres en cuidado ecosistemas,L-F08,si,todos,Instalaciones,obligatorio,,,Res.0534:A-EM-8; CEELA:C14
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F09,Trabajo digno y decente mujeres rurales,Vivienda rural es lugar de trabajo productivo,fin,todas,Transversal,Transversal,Transversal,Transversal,Diseño ergonómico de espacios de trabajo,L-F09,si,todos,Envolvente,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F10,Acceso sistema salud y seguridad social,Bienestar de mujeres rurales,fin,todas,Transversal,Transversal,Transversal,Transversal,Salud ocupacional en espacio doméstico,L-F10,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F11,Participación incidente mujeres en decisiones,Diálogo social en diseño y planificación de vivienda,fin,todas,Transversal,Transversal,Transversal,Transversal,Mujeres participan en decisiones de diseño | Participación comunitaria,L-F11,si,todos,,obligatorio,,,CEELA:C01
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F12,Fortalecimiento organizaciones mujeres rurales,Asociatividad para acceso a programas de vivienda,fin,todas,Transversal,Transversal,Transversal,Transversal,,L-F12,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F13,Acceso a tierra y formalización,Titulación preferencial para mujeres jefas de hogar,fin,todas,Transversal,Transversal,Transversal,Transversal,Acceso a tierra donde construir vivienda,L-F13,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F14,Protección mujeres víctimas violencia de género,Vivienda segura para mujeres en riesgo,fin,todas,Principal,,,,ENUT 2024-25: cuidado físico personas 16.4% mujeres (1h32min/día); vivienda segura requiere iluminación nocturna; baños internos; visibilidad,L-F14,si,todos,Envolvente Instalaciones,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F15,Información estadística diferencial mujer rural,Datos DANE desagregados para diseño de políticas,fin,todas,Transversal,Transversal,Transversal,Transversal,,L-F15,si,todos,,obligatorio,,,
Ley.2462,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=260656,L-F16,Educación rural con preservación prácticas culturales,Formación técnica que respete saberes ancestrales,fin,todas,,,,Principal,Preservación oficios constructivos de mujeres | Conocimiento ancestral en capacitación,L-F16,si,todos,,obligatorio,,,
SUDS-MVCT,https://www.minvivienda.gov.co/sites/default/files/documentos/4040_1_2.9_2022_2_04_-guia-suds_v.0.pdf,SUDS-1,Captacion agua lluvia escala vivienda,Aprovechar agua lluvia captada en cubiertas para usos no potables: riego; aseo; descarga sanitarios,criterio_ambiental,diseno,,,Principal,,Reduce acarreo agua mujeres/ninas en rural | RURAL: Captacion pluvial a escala vivienda rural: canales + tanque + filtro basico. Dimensionar segun precipitacion por clima (>8000 mm/ano Pacifico vs. <300 mm Guajira). Impacto genero: elimina acarreo agua,,si,todos,Cubierta Instalaciones,obligatorio,minimo,m3/ano captado,Res.0194:MW-08; Res.0534:A-A-3; CEELA:C12
SUDS-MVCT,https://www.minvivienda.gov.co/sites/default/files/documentos/4040_1_2.9_2022_2_04_-guia-suds_v.0.pdf,SUDS-2,Jardin de lluvia / jardin microcuenca,Depresion vegetada que recibe escorrentia; permite infiltracion y remocion contaminantes,criterio_ambiental,diseno,,,Principal,,,,si,calido_humedo templado,Exterior,obligatorio,minimo,m2 jardin / m2 impermeabilizado,Res.0534:A-SE-1
SUDS-MVCT,https://www.minvivienda.gov.co/sites/default/files/documentos/4040_1_2.9_2022_2_04_-guia-suds_v.0.pdf,SUDS-3,Pozo de infiltracion,Estructura subterranea para infiltrar agua lluvia al suelo; reduce escorrentia,criterio_ambiental,diseno,,,Principal,,,,si,todos,Exterior,obligatorio,minimo,m3 infiltrado,Res.0534:A-SE-1
SUDS-MVCT,https://www.minvivienda.gov.co/sites/default/files/documentos/4040_1_2.9_2022_2_04_-guia-suds_v.0.pdf,SUDS-4,Cisterna / aljibe de almacenamiento pluvial,Tanque sobre suelo o enterrado para almacenar agua lluvia; uso diferido,criterio_ambiental,diseno,,,Principal,,Reduce acarreo agua; disponible para mujer rural | RURAL: Cisterna/aljibe: solucion ancestral colombiana (Caribe; Santanderes). Almacenamiento subterraneo mantiene agua fresca. Complementa captacion pluvial en estacion seca,L-F03,si,calido_seco todos,Instalaciones,obligatorio,minimo,m3 almacenamiento,Res.0194:MW-08; Ley.2462:L-F03
SUDS-MVCT,https://www.minvivienda.gov.co/sites/default/files/documentos/4040_1_2.9_2022_2_04_-guia-suds_v.0.pdf,SUDS-5,Techos verdes como SUDS,Cubierta verde que retiene agua lluvia; reduce escorrentia y efecto isla de calor,criterio_ambiental,diseno,Principal,,Principal,,,,condicional,todos,Cubierta,obligatorio,deseable,% retencion; Valor U,Res.0194:MP-12; Res.0534:A-SE-1
